"card_no","sex","major","access_no"
"183263","女","18动漫设计","913766"
"183264","男","18环境艺术","17124629"
"183265","男","18环境艺术","17520469"
"183266","男","18环境艺术","17250229"
"183267","男","18环境艺术","958966"
"183268","男","18环境艺术","17540661"
"183269","男","18环境艺术","2748149"
"183270","男","18环境艺术","17313125"
"183271","男","18环境艺术","17304117"
"183272","男","18环境艺术","11458052"
"183273","男","18环境艺术","17832789"
"183274","男","18环境艺术","1433606"
"183275","男","18环境艺术","1414934"
"183276","男","18环境艺术","17152757"
"183277","男","18环境艺术","17609445"
"183278","男","18环境艺术","17925845"
"183279","男","18环境艺术","17837189"
"183280","男","18环境艺术","17832325"
"183281","男","18环境艺术","17400517"
"183282","男","18环境艺术","930822"
"183283","男","18环境艺术","16712997"
"183284","男","18环境艺术","1400774"
"183285","男","18环境艺术","264038"
"183286","男","18环境艺术","642246"
"183287","男","18环境艺术","1420918"
"183288","男","18环境艺术","17240725"
"183289","男","18环境艺术","16753029"
"183290","男","18环境艺术","17229013"
"183291","男","18环境艺术","17431829"
"183292","男","18环境艺术","12119252"
"183293","男","18环境艺术","17305413"
"183294","男","18环境艺术","19742309"
"183295","女","18环境艺术","17455301"
"183296","女","18环境艺术","17263477"
"183297","女","18环境艺术","17446981"
"183298","女","18环境艺术","6603374"
"183299","女","18环境艺术","17954965"
"183300","女","18环境艺术","17012917"
"183301","女","18环境艺术","1307798"
"183302","女","18环境艺术","224662"
"183303","女","18环境艺术","664038"
"183304","女","18环境艺术","1428422"
"183305","女","18环境艺术","1129606"
"183306","女","18环境艺术","1160598"
"183307","女","18环境艺术","1354278"
"183308","女","18环境艺术","17106229"
"183309","女","18环境艺术","1229942"
"183310","女","18环境艺术","1240326"
"183311","女","18环境艺术","17456549"
"183312","女","18环境艺术","17464709"
"183313","女","18环境艺术","1300774"
"183314","女","18环境艺术","1260422"
"183315","女","18环境艺术","1237446"
"183316","女","18环境艺术","338710"
"183317","女","18环境艺术","1302822"
"183318","女","18环境艺术","17334741"
"183319","女","18环境艺术","17009893"
"183320","女","18环境艺术","17711461"
"183321","女","18环境艺术","17254917"
"183322","女","18环境艺术","714742"
"183323","女","18环境艺术","17521941"
"183324","女","18环境艺术","17100469"
"183325","女","18环境艺术","17334677"
"183326","女","18环境艺术","16936805"
"183327","男","18皮具艺术","16939909"
"183328","男","18皮具艺术","17741365"
"183329","男","18皮具艺术","17502085"
"183330","男","18皮具艺术","17419173"
"183331","男","18皮具艺术","306230"
"183332","男","18皮具艺术","717510"
"183333","男","18皮具艺术","1001478"
"183334","男","18皮具艺术","17500277"
"183335","男","18皮具艺术","17315749"
"183336","男","18皮具艺术","17110453"
"183337","男","18皮具艺术","17313253"
"183338","男","18皮具艺术","613318"
"183339","男","18皮具艺术","17940965"
"183340","男","18皮具艺术","16622565"
"183341","男","18皮具艺术","19538197"
"183342","男","18皮具艺术","17642069"
"183343","男","18皮具艺术","16731061"
"183344","男","18皮具艺术","17012741"
"183345","男","18皮具艺术","16743029"
"183346","男","18皮具艺术","132566"
"183347","男","18皮具艺术","1224454"
"183348","男","18皮具艺术","961590"
"183349","男","18皮具艺术","654278"
"183350","男","18皮具艺术","1224902"
"183351","男","18皮具艺术","11517700"
"183352","男","18皮具艺术","17831637"
"183353","男","18皮具艺术","16720245"
"183354","男","18皮具艺术","1414278"
"183355","男","18皮具艺术","17732565"
"183356","女","18皮具艺术","17529781"
"183357","女","18皮具艺术","17105333"
"183358","女","18皮具艺术","17864549"
"183359","女","18皮具艺术","17131301"
"183360","女","18皮具艺术","17024661"
"183361","女","18皮具艺术","17301669"
"183362","女","18皮具艺术","17530405"
"183363","女","18皮具艺术","16857413"
"183364","女","18皮具艺术","23237461"
"183365","女","18皮具艺术","17822517"
"183366","女","18皮具艺术","16927381"
"183367","女","18皮具艺术","17260261"
"183368","女","18皮具艺术","17015509"
"183369","女","18皮具艺术","441350"
"183370","女","18皮具艺术","1236710"
"183371","女","18皮具艺术","17164389"
"183372","女","18皮具艺术","17313173"
"183373","女","18皮具艺术","17928693"
"183374","女","18皮具艺术","17301253"
"183375","女","18皮具艺术","1263350"
"183376","女","18皮具艺术","1334774"
"183377","女","18皮具艺术","1108662"
"183378","女","18皮具艺术","17653349"
"183379","女","18皮具艺术","1419270"
"183380","女","18皮具艺术","17012341"
"183381","女","18皮具艺术","17715349"
"183382","女","18皮具艺术","17041221"
"183383","女","18皮具艺术","1209574"
"183384","女","18皮具艺术","1207686"
"183385","女","18皮具艺术","17328949"
"183386","女","18皮具艺术","16652053"
"183387","女","18皮具艺术","1350694"
"183388","女","18皮具艺术","850470"
"183389","女","18皮具艺术","943238"
"183390","女","18皮具艺术","441670"
"183391","女","18皮具艺术","1238278"
"183392","女","18皮具艺术","712006"
"183393","女","18皮具艺术","17308901"
"183394","女","18皮具艺术","16853973"
"183395","女","18皮具艺术","131222"
"183396","女","18皮具艺术","247014"
"183397","女","18皮具艺术","19430037"
"183398","女","18皮具艺术","402166"
"183399","女","18皮具艺术","519510"
"183400","女","18皮具艺术","461142"
"183401","女","18皮具艺术","1424454"
"183402","女","18皮具艺术","817606"
"183403","女","18皮具艺术","1431334"
"183404","女","18皮具艺术","951654"
"183405","女","18皮具艺术","913942"
"183406","女","18皮具艺术","247110"
"183407","女","18皮具艺术","1229046"
"183408","女","18皮具艺术","1401350"
"183409","女","18皮具艺术","1363894"
"183410","女","18皮具艺术","600870"
"183411","女","18皮具艺术","651654"
"183412","女","18皮具艺术","746182"
"183413","女","18皮具艺术","17630581"
"183414","女","18皮具艺术","17648389"
"183415","女","18皮具艺术","16860005"
"183416","女","18皮具艺术","17307077"
"183417","女","18皮具艺术","811350"
"183418","女","18皮具艺术","210134"
"183419","女","18皮具艺术","17958261"
"183420","女","18皮具艺术","747366"
"183421","女","18皮具艺术","17321157"
"183422","女","18皮具艺术","359942"
"183423","女","18皮具艺术","351894"
"183424","女","18皮具艺术","239478"
"183425","女","18皮具艺术","1430150"
"183426","女","18皮具艺术","210694"
"183427","女","18皮具艺术","637862"
"183428","女","18皮具艺术","131318"
"183429","女","18皮具艺术","233430"
"183430","男","18视觉传播","364454"
"183431","男","18视觉传播","944710"
"183432","男","18视觉传播","1062726"
"183433","男","18视觉传播","17702117"
"183434","男","18视觉传播","1038390"
"183435","男","18视觉传播","352534"
"183436","男","18视觉传播","223542"
"183437","男","18视觉传播","1455062"
"183438","男","18视觉传播","318918"
"183439","男","18视觉传播","147990"
"183440","男","18视觉传播","427110"
"183441","男","18视觉传播","957942"
"183442","男","18视觉传播","223446"
"183443","男","18视觉传播","16908613"
"183444","男","18视觉传播","17127125"
"183445","男","18视觉传播","17361189"
"183446","男","18视觉传播","153542"
"183447","男","18视觉传播","1409126"
"183448","男","18视觉传播","605974"
"183449","男","18视觉传播","222454"
"183450","男","18视觉传播","664758"
"183451","女","18视觉传播","806998"
"183452","女","18视觉传播","326534"
"183453","女","18视觉传播","1319526"
"183454","女","18视觉传播","16800261"
"183455","女","18视觉传播","17625141"
"183456","女","18视觉传播","251110"
"183457","女","18视觉传播","312710"
"183458","女","18视觉传播","17702597"
"183459","女","18视觉传播","16747157"
"183460","女","18视觉传播","17341813"
"183461","女","18视觉传播","17013189"
"183462","女","18视觉传播","1426342"
"183463","女","18视觉传播","16955477"
"183464","女","18视觉传播","17814677"
"183465","女","18视觉传播","17043349"
"183466","女","18视觉传播","11641124"
"183467","女","18视觉传播","17261381"
"183468","女","18视觉传播","16700645"
"183469","女","18视觉传播","904038"
"183470","女","18视觉传播","17315685"
"183471","女","18视觉传播","927398"
"183472","女","18视觉传播","17437605"
"183473","女","18视觉传播","17859061"
"183474","女","18视觉传播","16856597"
"183475","女","18视觉传播","17105989"
"183476","女","18视觉传播","17308117"
"183477","女","18视觉传播","448662"
"183478","女","18视觉传播","17462965"
"183479","女","18视觉传播","16907301"
"183480","女","18视觉传播","17624437"
"183481","女","18视觉传播","17742197"
"183482","女","18视觉传播","19844197"
"183483","女","18视觉传播","16723829"
"183484","女","18视觉传播","16821589"
"183485","女","18视觉传播","17100357"
"183486","女","18视觉传播","17951637"
"183487","女","18视觉传播","16960469"
"183488","女","18视觉传播","11436628"
"183489","女","18视觉传播","17239237"
"183490","女","18视觉传播","16916341"
"183491","女","18视觉传播","1121478"
"183492","女","18视觉传播","950310"
"183493","男","18艺术设计","12135444"
"183494","男","18艺术设计","17621173"
"183495","男","18艺术设计","17518917"
"183496","男","18艺术设计","17453733"
"183497","男","18艺术设计","17926981"
"183498","男","18艺术设计","17514853"
"183499","男","18艺术设计","17301221"
"183500","男","18艺术设计","17046485"
"183501","男","18艺术设计","17746037"
"183502","男","18艺术设计","17710261"
"183503","男","18艺术设计","4624998"
"183504","男","18艺术设计","3459829"
"183505","男","18艺术设计","22041845"
"183506","男","18艺术设计","17934197"
"183507","男","18艺术设计","16758373"
"183508","男","18艺术设计","17327813"
"183509","男","18艺术设计","826726"
"183510","男","18艺术设计","17303429"
"183511","男","18艺术设计","16857429"
"183512","男","18艺术设计","17846389"
"183513","男","18艺术设计","16913973"
"183514","男","18艺术设计","849654"
"183515","男","18艺术设计","17522357"
"183516","男","18艺术设计","16723365"
"183517","男","18艺术设计","17456213"
"183518","男","18艺术设计","16930261"
"183519","男","18艺术设计","450198"
"183520","男","18艺术设计","732294"
"183521","男","18艺术设计","17111541"
"183522","男","18艺术设计","17007397"
"183523","男","18艺术设计","1054838"
"183524","男","18艺术设计","549526"
"183525","男","18艺术设计","630758"
"183526","男","18艺术设计","1309718"
"183527","男","18艺术设计","17011461"
"183528","男","18艺术设计","954406"
"183529","男","18艺术设计","17701717"
"183530","男","18艺术设计","638390"
"183531","男","18艺术设计","17933237"
"183532","男","18艺术设计","17428709"
"183533","男","18艺术设计","17433893"
"183534","男","18艺术设计","17139045"
"183535","男","18艺术设计","16764725"
"183536","男","18艺术设计","1956878"
"183537","男","18艺术设计","17305669"
"183538","男","18艺术设计","17646165"
"183539","男","18艺术设计","17218677"
"183540","男","18艺术设计","17220869"
"183541","男","18艺术设计","631718"
"183542","女","18艺术设计","17117029"
"183543","女","18艺术设计","538262"
"183544","女","18艺术设计","1244454"
"183545","女","18艺术设计","1415990"
"183546","女","18艺术设计","526486"
"183547","女","18艺术设计","20357925"
"183548","女","18艺术设计","17004421"
"183549","女","18艺术设计","17731157"
"183550","女","18艺术设计","1317590"
"183551","女","18艺术设计","1018934"
"183552","女","18艺术设计","856646"
"183553","女","18艺术设计","1427094"
"183554","女","18艺术设计","351510"
"183555","女","18艺术设计","417782"
"183556","女","18艺术设计","17830021"
"183557","女","18艺术设计","17306021"
"183558","女","18艺术设计","17955141"
"183559","女","18艺术设计","16914533"
"183560","女","18艺术设计","17252693"
"183561","女","18艺术设计","17350293"
"183562","女","18艺术设计","17109077"
"183563","女","18艺术设计","17943317"
"183564","女","18艺术设计","7431030"
"183565","女","18艺术设计","17110565"
"183566","女","18艺术设计","11421268"
"183567","女","18艺术设计","17250101"
"183568","女","18艺术设计","17307941"
"183569","女","18艺术设计","17516213"
"183570","女","18艺术设计","16761189"
"183571","女","18艺术设计","17500853"
"183572","女","18艺术设计","1334678"
"183573","女","18艺术设计","221014"
"183574","女","18艺术设计","1123222"
"183575","女","18艺术设计","1305846"
"183576","女","18艺术设计","625526"
"183577","女","18艺术设计","358630"
"183578","女","18艺术设计","16917557"
"183579","女","18艺术设计","1157510"
"183580","女","18艺术设计","955222"
"183581","女","18艺术设计","17300213"
"183582","女","18艺术设计","17718565"
"183583","女","18艺术设计","16915461"
"183584","女","18艺术设计","1122598"
"183585","女","18艺术设计","1309462"
"183586","女","18艺术设计","1210246"
"183587","女","18艺术设计","800438"
"183588","女","18艺术设计","342646"
"183589","女","18艺术设计","735190"
"183590","女","18艺术设计","17762421"
"183591","女","18艺术设计","324742"
"183592","女","18艺术设计","17064917"
"183593","女","18艺术设计","237718"
"183594","女","18艺术设计","461062"
"183595","女","18艺术设计","158086"
"183596","女","18艺术设计","1345206"
"183597","女","18艺术设计","1249942"
"183598","女","18艺术设计","633062"
"183599","女","18艺术设计","904646"
"183600","女","18艺术设计","120710"
"183601","女","18艺术设计","17007221"
"183602","女","18艺术设计","17605925"
"183603","女","18艺术设计","17055125"
"183604","女","18艺术设计","17311253"
"183605","女","18艺术设计","16758117"
"183606","女","18艺术设计","923174"
"183607","女","18艺术设计","17000357"
"183608","女","18艺术设计","336982"
"183609","女","18艺术设计","17131237"
"183610","女","18艺术设计","17732453"
"183611","男","18宝玉石鉴定","17012629"
"183612","男","18宝玉石鉴定","17632005"
"183613","男","18宝玉石鉴定","17605253"
"183614","男","18宝玉石鉴定","17043301"
"183615","男","18宝玉石鉴定","20363989"
"183616","男","18宝玉石鉴定","17328965"
"183617","男","18宝玉石鉴定","17822053"
"183618","男","18宝玉石鉴定","17536053"
"183619","男","18宝玉石鉴定","927558"
"183620","男","18宝玉石鉴定","530854"
"183621","男","18宝玉石鉴定","908790"
"183622","男","18宝玉石鉴定","16741317"
"183623","男","18宝玉石鉴定","17428869"
"183624","男","18宝玉石鉴定","16913733"
"183625","男","18宝玉石鉴定","16814853"
"183626","男","18宝玉石鉴定","17457749"
"183627","男","18宝玉石鉴定","21847685"
"183628","男","18宝玉石鉴定","17459989"
"183629","男","18宝玉石鉴定","17109957"
"183630","男","18宝玉石鉴定","17931653"
"183631","男","18宝玉石鉴定","7753558"
"183632","男","18宝玉石鉴定","17200885"
"183633","男","18宝玉石鉴定","864790"
"183634","男","18宝玉石鉴定","17817557"
"183635","男","18宝玉石鉴定","1136518"
"183636","男","18宝玉石鉴定","565126"
"183637","女","18宝玉石鉴定","11436884"
"183638","女","18宝玉石鉴定","8051254"
"183639","女","18宝玉石鉴定","16737717"
"183640","女","18宝玉石鉴定","19333013"
"183641","女","18宝玉石鉴定","1105958"
"183642","女","18宝玉石鉴定","1215014"
"183643","女","18宝玉石鉴定","23065285"
"183644","女","18宝玉石鉴定","1208118"
"183645","女","18宝玉石鉴定","17718181"
"183646","女","18宝玉石鉴定","17529013"
"183647","女","18宝玉石鉴定","457814"
"183648","女","18宝玉石鉴定","1350470"
"183649","女","18宝玉石鉴定","17527701"
"183650","女","18宝玉石鉴定","17456085"
"183651","女","18宝玉石鉴定","17038421"
"183652","女","18宝玉石鉴定","17502037"
"183653","女","18宝玉石鉴定","17924709"
"183654","女","18宝玉石鉴定","17227509"
"183655","女","18宝玉石鉴定","16723285"
"183656","女","18宝玉石鉴定","17626773"
"183657","女","18宝玉石鉴定","958566"
"183658","女","18宝玉石鉴定","1019206"
"183659","女","18宝玉石鉴定","1118614"
"183660","女","18宝玉石鉴定","519910"
"183661","女","18宝玉石鉴定","1452854"
"183662","女","18宝玉石鉴定","1430534"
"183663","女","18宝玉石鉴定","1227014"
"183664","女","18宝玉石鉴定","1320198"
"183665","女","18宝玉石鉴定","526038"
"183666","女","18宝玉石鉴定","17610005"
"183667","女","18宝玉石鉴定","749926"
"183668","女","18宝玉石鉴定","17659429"
"183669","女","18宝玉石鉴定","17901861"
"183670","女","18宝玉石鉴定","7950278"
"183671","女","18宝玉石鉴定","16800501"
"183672","女","18宝玉石鉴定","17458757"
"183673","女","18宝玉石鉴定","17761509"
"183674","女","18宝玉石鉴定","17336405"
"183675","女","18宝玉石鉴定","17232053"
"183676","女","18宝玉石鉴定","17507717"
"183677","女","18宝玉石鉴定","17741301"
"183678","女","18宝玉石鉴定","16726453"
"183679","女","18宝玉石鉴定","17446725"
"183680","女","18宝玉石鉴定","856134"
"183681","女","18宝玉石鉴定","904902"
"183682","女","18宝玉石鉴定","814806"
"183683","女","18宝玉石鉴定","17308309"
"183684","女","18宝玉石鉴定","1039990"
"183685","女","18宝玉石鉴定","17503797"
"183686","女","18宝玉石鉴定","1421014"
"183687","女","18宝玉石鉴定","925718"
"183688","女","18宝玉石鉴定","17420885"
"183689","女","18宝玉石鉴定","16663829"
"183690","女","18宝玉石鉴定","17465317"
"183691","女","18宝玉石鉴定","21833781"
"183692","女","18宝玉石鉴定","816374"
"183693","女","18宝玉石鉴定","159094"
"183694","女","18宝玉石鉴定","956966"
"183695","女","18宝玉石鉴定","1162950"
"183696","女","18宝玉石鉴定","854006"
"183697","女","18宝玉石鉴定","533398"
"183698","女","18宝玉石鉴定","17520357"
"183699","女","18宝玉石鉴定","1347094"
"183700","女","18宝玉石鉴定","621942"
"183701","女","18宝玉石鉴定","1139158"
"183702","女","18宝玉石鉴定","645782"
"183703","女","18宝玉石鉴定","933718"
"183704","女","18宝玉石鉴定","1343510"
"183705","女","18宝玉石鉴定","527462"
"183706","女","18宝玉石鉴定","744854"
"183707","女","18宝玉石鉴定","939302"
"183708","女","18宝玉石鉴定","16736741"
"183709","女","18宝玉石鉴定","725206"
"183710","女","18宝玉石鉴定","713574"
"183711","女","18宝玉石鉴定","1129078"
"183712","女","18宝玉石鉴定","803990"
"183713","女","18宝玉石鉴定","527254"
"183714","女","18宝玉石鉴定","937574"
"183715","女","18宝玉石鉴定","17463573"
"183716","女","18宝玉石鉴定","423318"
"183717","女","18宝玉石鉴定","1357494"
"183718","女","18宝玉石鉴定","558742"
"183719","女","18宝玉石鉴定","1455254"
"183720","女","18宝玉石鉴定","505174"
"183721","女","18宝玉石鉴定","141222"
"183722","女","18宝玉石鉴定","1009702"
"183723","女","18宝玉石鉴定","629606"
"183724","女","18宝玉石鉴定","533702"
"183725","女","18宝玉石鉴定","730710"
"183726","女","18宝玉石鉴定","17302293"
"183727","女","18宝玉石鉴定","509398"
"183728","女","18宝玉石鉴定","17060165"
"183729","女","18宝玉石鉴定","363094"
"183730","女","18宝玉石鉴定","613158"
"183731","女","18宝玉石鉴定","633254"
"183732","女","18宝玉石鉴定","1160230"
"183733","女","18宝玉石鉴定","1432582"
"183734","女","18宝玉石鉴定","1226742"
"183735","女","18宝玉石鉴定","17055189"
"183736","女","18宝玉石鉴定","17444341"
"183737","女","18宝玉石鉴定","709734"
"183738","女","18宝玉石鉴定","461014"
"183739","女","18宝玉石鉴定","7324374"
"183740","女","18宝玉石鉴定","17905893"
"183741","女","18宝玉石鉴定","712518"
"183742","女","18宝玉石鉴定","822054"
"183743","女","18宝玉石鉴定","1108982"
"183744","女","18宝玉石鉴定","627510"
"183745","女","18宝玉石鉴定","1113318"
"183746","女","18宝玉石鉴定","855670"
"183747","女","18宝玉石鉴定","1348758"
"183748","女","18宝玉石鉴定","357654"
"183749","女","18宝玉石鉴定","1222806"
"183750","女","18宝玉石鉴定","1161654"
"183751","女","18宝玉石鉴定","17763621"
"183752","女","18宝玉石鉴定","21850421"
"183753","女","18宝玉石鉴定","17921253"
"183754","女","18宝玉石鉴定","16860757"
"183755","女","18宝玉石鉴定","17513621"
"183756","女","18宝玉石鉴定","16622357"
"183757","女","18宝玉石鉴定","16726261"
"183758","男","18工业工程","16917173"
"183759","男","18工业工程","1200278"
"183760","男","18工业工程","11449972"
"183761","男","18工业工程","22049013"
"183762","男","18工业工程","17715573"
"183763","男","18工业工程","16801797"
"183764","男","18工业工程","11455892"
"183765","男","18工业工程","1142006"
"183766","男","18工业工程","1007878"
"183767","男","18工业工程","402806"
"183768","男","18工业工程","218630"
"183769","男","18工业工程","947414"
"183770","男","18工业工程","724950"
"183771","男","18工业工程","240598"
"183772","男","18工业工程","1121574"
"183773","男","18工业工程","1311542"
"183774","男","18工业工程","761446"
"183775","男","18工业工程","1344022"
"183776","女","18工业工程","242742"
"183777","女","18工业工程","143238"
"183778","女","18工业工程","114022"
"183779","女","18工业工程","17729157"
"183780","女","18工业工程","1003670"
"183781","女","18工业工程","352086"
"183782","女","18工业工程","721894"
"183783","女","18工业工程","262998"
"183784","女","18工业工程","1300278"
"183785","女","18工业工程","1300646"
"183786","女","18工业工程","451270"
"183787","女","18工业工程","405430"
"183788","女","18工业工程","336502"
"183789","女","18工业工程","1103638"
"183790","女","18工业工程","217974"
"183791","女","18工业工程","937526"
"183792","女","18工业工程","557766"
"183793","女","18工业工程","508694"
"183794","女","18工业工程","11804356"
"183795","女","18工业工程","213606"
"183796","女","18工业工程","17044453"
"183797","女","18工业工程","17220677"
"183798","女","18工业工程","17662437"
"183799","女","18工业工程","17004245"
"183800","女","18工业工程","17054981"
"183801","女","18工业工程","12317910"
"183802","女","18工业工程","17803781"
"183803","女","18工业工程","17523493"
"183804","女","18工业工程","17259781"
"183805","女","18工业工程","17440469"
"183806","女","18工业工程","17462693"
"183807","女","18工业工程","17807909"
"183808","女","18工业工程","17326901"
"183809","女","18工业工程","13219862"
"183810","女","18工业工程","1145510"
"183811","女","18工业工程","16804053"
"183812","女","18工业工程","709222"
"183813","女","18工业工程","22037541"
"183814","女","18工业工程","17006597"
"183815","男","18首饰设计","17629701"
"183816","男","18首饰设计","16760421"
"183817","男","18首饰设计","17451461"
"183818","男","18首饰设计","17465221"
"183819","男","18首饰设计","16651541"
"183820","男","18首饰设计","16922197"
"183821","男","18首饰设计","20103909"
"183822","男","18首饰设计","22224325"
"183823","男","18首饰设计","17653285"
"183824","男","18首饰设计","17302901"
"183825","男","18首饰设计","805574"
"183826","男","18首饰设计","301734"
"183827","男","18首饰设计","426854"
"183828","男","18首饰设计","915718"
"183829","男","18首饰设计","307958"
"183830","男","18首饰设计","17934245"
"183831","男","18首饰设计","17724117"
"183832","男","18首饰设计","1323014"
"183833","男","18首饰设计","1038278"
"183834","男","18首饰设计","1412934"
"183835","女","18首饰设计","1241558"
"183836","女","18首饰设计","227158"
"183837","女","18首饰设计","641814"
"183838","女","18首饰设计","518070"
"183839","女","18首饰设计","1232006"
"183840","女","18首饰设计","1400854"
"183841","女","18首饰设计","1331654"
"183842","女","18首饰设计","20206053"
"183843","女","18首饰设计","17363797"
"183844","女","18首饰设计","17258213"
"183845","女","18首饰设计","956214"
"183846","女","18首饰设计","747590"
"183847","女","18首饰设计","845542"
"183848","女","18首饰设计","719702"
"183849","女","18首饰设计","333478"
"183850","女","18首饰设计","631382"
"183851","女","18首饰设计","952118"
"183852","女","18首饰设计","1326054"
"183853","女","18首饰设计","344934"
"183854","女","18首饰设计","605558"
"183855","女","18首饰设计","17345797"
"183856","女","18首饰设计","17542869"
"183857","女","18首饰设计","342822"
"183858","女","18首饰设计","335942"
"183859","女","18首饰设计","1306806"
"183860","女","18首饰设计","862134"
"183861","女","18首饰设计","19857141"
"183862","女","18首饰设计","17220789"
"183863","女","18首饰设计","1339334"
"183864","女","18首饰设计","1141030"
"183865","女","18首饰设计","1147414"
"183866","女","18首饰设计","1205558"
"183867","女","18首饰设计","815110"
"183868","女","18首饰设计","556166"
"183869","女","18首饰设计","17515093"
"183870","女","18首饰设计","16621845"
"183871","女","18首饰设计","17235029"
"183872","女","18首饰设计","16652725"
"183873","女","18首饰设计","17626597"
"183874","女","18首饰设计","17954741"
"183875","女","18首饰设计","17049973"
"183876","女","18首饰设计","16648613"
"183877","女","18首饰设计","17103317"
"183878","女","18首饰设计","17433205"
"183879","女","18首饰设计","17655477"
"183880","女","18首饰设计","17404309"
"183881","女","18首饰设计","17014805"
"183882","女","18首饰设计","17861925"
"183883","女","18首饰设计","17821621"
"183884","女","18首饰设计","17804165"
"183885","男","18国际金融","17327749"
"183886","男","18国际金融","16642469"
"183887","男","18国际金融","17133525"
"183888","男","18国际金融","17622005"
"183889","男","18国际金融","16620693"
"183890","男","18国际金融","16734405"
"183891","男","18国际金融","17152037"
"183892","男","18国际金融","409894"
"183893","女","18国际金融","1105254"
"183894","女","18国际金融","17527493"
"183895","女","18国际金融","17334725"
"183896","女","18国际金融","16937813"
"183897","女","18国际金融","17838629"
"183898","女","18国际金融","16860677"
"183899","女","18国际金融","17201381"
"183900","女","18国际金融","17642469"
"183901","女","18国际金融","17502581"
"183902","女","18国际金融","1009926"
"183903","女","18国际金融","16762725"
"183904","女","18国际金融","16919173"
"183905","女","18国际金融","1262758"
"183906","女","18国际金融","751318"
"183907","女","18国际金融","17138581"
"183908","女","18国际金融","17656133"
"183909","女","18国际金融","657862"
"183910","女","18国际金融","17841381"
"183911","男","18会计","17439893"
"183912","男","18会计","17461221"
"183913","男","18会计","858918"
"183914","女","18会计","1258870"
"183915","女","18会计","128630"
"183916","女","18会计","17061701"
"183917","女","18会计","902470"
"183918","女","18会计","256550"
"183919","女","18会计","822790"
"183920","女","18会计","1051014"
"183921","女","18会计","17557237"
"183922","女","18会计","17833957"
"183923","女","18会计","1050230"
"183924","女","18会计","846774"
"183925","女","18会计","16759525"
"183926","女","18会计","115782"
"183927","女","18会计","17651573"
"183928","女","18会计","17824869"
"183929","女","18会计","16663877"
"183930","女","18会计","720710"
"183931","女","18会计","443862"
"183932","女","18会计","1001190"
"183933","女","18会计","923030"
"183934","女","18会计","728966"
"183935","女","18会计","16633237"
"183936","男","18金融管理","1013062"
"183937","男","18金融管理","1408934"
"183938","男","18金融管理","17222101"
"183939","男","18金融管理","17759541"
"183940","男","18金融管理","17463989"
"183941","男","18金融管理","12534837"
"183942","男","18金融管理","16645893"
"183943","男","18金融管理","719622"
"183944","男","18金融管理","455798"
"183945","女","18金融管理","134182"
"183946","女","18金融管理","17463813"
"183947","女","18金融管理","945510"
"183948","女","18金融管理","260438"
"183949","女","18金融管理","6226837"
"183950","女","18金融管理","661494"
"183951","女","18金融管理","11515620"
"183952","女","18金融管理","144182"
"183953","女","18金融管理","504086"
"183954","女","18金融管理","1428326"
"183955","女","18金融管理","1420694"
"183956","女","18金融管理","17243557"
"183957","女","18金融管理","16728309"
"183958","女","18金融管理","20920725"
"183959","女","18金融管理","21429493"
"183960","女","18金融管理","24027366"
"183961","女","18金融管理","17126229"
"183962","女","18金融管理","1252006"
"183963","女","18金融管理","519702"
"183964","女","18金融管理","227702"
"183965","女","18金融管理","654806"
"183966","女","18金融管理","163478"
"183967","女","18金融管理","936934"
"183968","男","18审计","1037334"
"183969","男","18审计","219974"
"183970","男","18审计","321174"
"183971","男","18审计","1118454"
"183972","男","18审计","17952613"
"183973","男","18审计","306102"
"183974","男","18审计","1338870"
"183975","男","18审计","1055014"
"183976","男","18审计","1153478"
"183977","男","18审计","1144790"
"183978","男","18审计","912950"
"183979","女","18审计","1152166"
"183980","女","18审计","12113876"
"183981","男","18工商企管","906230"
"183982","男","18工商企管","432630"
"183983","男","18工商企管","1359398"
"183984","男","18工商企管","707654"
"183985","男","18工商企管","1116566"
"183986","男","18工商企管","16946245"
"183987","男","18工商企管","16625461"
"183988","男","18工商企管","16804357"
"183989","女","18工商企管","16650917"
"183990","女","18工商企管","15845350"
"183991","女","18工商企管","17604021"
"183992","女","18工商企管","17220821"
"183993","女","18工商企管","17263013"
"183994","女","18工商企管","16860373"
"183995","女","18工商企管","17304389"
"183996","女","18工商企管","16938853"
"183997","女","18工商企管","22009269"
"183998","女","18工商企管","17509221"
"183999","女","18工商企管","17461541"
"184000","女","18工商企管","17051285"
"184001","男","18连锁经营","344982"
"184002","男","18连锁经营","256310"
"184003","男","18连锁经营","1153190"
"184004","男","18连锁经营","16743909"
"184005","男","18连锁经营","226038"
"184006","男","18连锁经营","16727717"
"184007","男","18连锁经营","17923829"
"184008","男","18连锁经营","17803493"
"184009","女","18连锁经营","17704069"
"184010","女","18连锁经营","16907013"
"184011","女","18连锁经营","1326326"
"184012","女","18连锁经营","513574"
"184013","女","18连锁经营","241078"
"184014","女","18连锁经营","1039222"
"184015","女","18连锁经营","730278"
"184016","女","18连锁经营","260502"
"184017","女","18连锁经营","404550"
"184018","女","18连锁经营","1430422"
"184019","女","18连锁经营","1423350"
"184020","女","18连锁经营","17813349"
"184021","女","18连锁经营","1450294"
"184022","女","18连锁经营","16758309"
"184023","女","18连锁经营","16903013"
"184024","女","18连锁经营","16940069"
"184025","女","18连锁经营","16820581"
"184026","女","18连锁经营","16914037"
