card_no,days,day_cost,per_eve,per_morn,per_noon,sum_cost,count,class
180269,13,7.89,2.7,0.0,5.19,102.6,42,1
180272,17,8.37,3.75,0.0,4.62,142.3,51,1
180273,19,7.47,0.0,0.0,7.47,141.9,38,1
184035,21,8.97,2.19,2.18,4.6,188.3,69,1
181585,12,5.96,0.67,3.54,1.75,71.5,28,1
181588,15,9.43,4.43,0.6,4.4,141.4,26,1
181590,14,14.42,5.98,0.31,8.14,201.9,48,1
183589,19,10.95,2.12,2.46,6.37,208.1,73,1
183590,8,9.11,1.99,3.5,3.63,72.9,17,1
183591,20,8.58,2.46,1.2,4.93,171.7,58,1
183592,24,13.12,4.58,2.17,6.37,314.8,112,2
183594,16,10.21,5.31,2.61,2.29,163.4,43,1
182395,12,32.99,18.58,0.66,13.75,395.9,56,2
180683,24,14.01,4.85,2.09,7.07,336.2,92,2
180686,21,13.75,5.08,0.91,7.76,288.8,86,2
180687,20,11.89,4.75,2.67,4.48,237.9,92,2
180688,24,14.86,6.52,2.05,6.3,356.7,131,2
180689,22,19.53,10.44,4.97,4.11,429.6,93,0
180799,18,10.99,2.78,3.22,4.99,197.8,53,1
180800,29,17.81,7.31,1.73,8.77,516.4,154,0
180690,28,10.28,5.24,1.11,3.93,287.9,135,2
184016,3,9.27,2.67,1.5,5.1,27.8,8,1
181805,18,12.94,4.49,2.46,5.99,232.9,55,2
181807,23,17.73,7.13,3.74,6.85,407.7,84,2
181808,15,16.35,8.43,2.88,5.03,245.2,62,2
181809,7,5.17,2.6,1.57,1.0,36.2,9,1
181812,22,8.09,2.96,1.05,4.08,178.0,65,1
181816,19,13.6,4.91,3.32,5.37,258.4,48,2
181376,7,21.0,6.0,3.29,11.71,147.0,26,1
181627,23,10.38,5.58,2.93,1.87,238.8,108,2
181628,29,17.48,8.64,1.04,7.8,507.0,115,0
182727,27,19.94,4.36,2.29,13.29,538.3,96,0
182728,28,18.36,8.59,2.05,7.72,514.1,106,0
182729,28,17.73,7.97,2.04,7.71,496.3,91,0
180801,24,13.2,6.08,2.24,4.88,316.7,102,2
180802,24,14.97,6.75,2.3,5.92,359.2,103,2
180803,21,15.46,4.39,1.85,9.22,324.6,67,2
180805,1,83.5,0.0,83.5,0.0,83.5,0,1
180806,28,13.71,6.15,1.64,5.93,383.99,133,2
180714,29,12.22,4.34,1.89,5.99,354.3,187,2
180715,29,12.3,4.39,1.26,6.66,356.7,117,2
180716,27,8.43,2.39,1.43,4.62,227.7,70,2
180717,20,9.96,4.24,0.66,5.06,199.3,57,1
180721,15,20.48,11.05,2.16,7.27,307.2,90,2
180722,29,7.94,3.53,0.73,3.68,230.2,117,2
180723,15,12.01,5.17,1.64,5.2,180.1,36,1
180724,23,14.33,6.85,0.69,6.8,329.6,58,2
180725,20,13.06,3.81,2.0,7.25,261.1,60,2
182275,23,9.43,3.27,0.31,5.85,217.0,48,1
182276,20,12.05,3.39,2.0,6.66,241.0,77,2
182277,24,11.67,5.1,2.62,3.94,280.0,78,2
182278,23,18.0,8.97,1.06,7.97,414.1,105,2
182279,28,20.35,9.2,1.92,9.24,569.9,137,0
180808,27,9.31,3.43,2.61,3.27,251.5,121,2
181817,13,23.39,12.0,4.93,6.46,304.1,54,2
181821,17,15.22,3.06,6.1,6.06,258.7,57,2
181822,18,19.28,8.52,0.78,9.97,347.0,52,2
181823,18,14.63,7.02,0.0,7.61,263.3,33,2
181826,24,16.88,3.85,5.04,7.98,405.1,76,2
181828,8,6.78,3.13,2.71,0.94,54.2,11,1
181829,26,11.76,6.24,0.88,4.63,305.66,66,2
181830,19,17.65,6.95,4.69,6.01,335.3,60,2
181831,19,23.78,10.43,3.87,9.48,451.9,95,0
181832,19,28.57,5.0,5.02,18.55,542.8,68,0
183053,21,12.13,5.29,1.17,5.68,254.8,46,2
183054,25,15.35,6.96,1.4,7.0,383.8,71,2
183057,27,17.56,6.75,3.92,6.88,474.0,104,0
183058,25,10.1,4.3,2.3,3.5,252.5,49,2
183060,11,11.97,5.86,0.27,5.84,131.7,19,1
183062,18,16.67,7.72,2.37,6.58,300.1,54,2
181291,21,12.6,4.33,1.75,6.51,264.6,84,2
182717,14,12.49,8.26,3.77,0.46,174.9,35,1
182280,14,14.86,9.38,0.0,5.49,208.1,30,1
182281,10,13.95,7.5,0.25,6.2,139.5,15,1
182282,23,8.71,4.24,1.94,2.53,200.4,42,1
182283,21,17.1,6.19,2.86,8.05,359.1,87,2
182285,23,13.97,6.29,2.09,5.59,321.2,68,2
182288,18,9.79,3.11,1.89,4.78,176.2,71,1
181049,10,15.46,7.48,2.12,5.86,154.6,48,1
184096,26,11.52,2.91,2.2,6.41,299.6,87,2
181056,7,27.14,15.21,2.5,9.43,190.0,31,1
184097,24,13.26,4.88,1.55,6.83,318.3,85,2
184098,29,18.95,9.54,1.53,7.88,549.6,104,0
184099,26,11.15,3.05,1.72,6.38,290.0,97,2
184100,29,24.17,12.31,2.65,9.2,700.8,132,0
184104,26,17.16,9.98,1.52,5.66,446.06,136,0
182401,7,14.19,8.89,2.66,2.64,99.3,21,1
182405,15,6.1,1.53,2.77,1.8,91.5,27,1
184105,24,9.51,1.63,5.47,2.41,228.2,87,2
182409,16,3.45,0.68,1.0,1.77,55.2,28,1
181100,26,15.37,7.71,1.32,6.33,399.5,67,2
181101,24,16.74,6.89,1.78,8.08,401.8,68,2
181102,29,14.9,6.39,2.88,5.63,432.1,165,0
181103,27,14.92,7.11,0.92,6.89,402.9,86,2
181104,21,8.64,1.63,1.46,5.55,181.5,45,1
181105,27,13.57,6.57,1.63,5.37,366.5,89,2
181091,27,14.28,6.07,0.76,7.45,385.5,100,2
181092,17,4.29,0.92,1.66,1.71,73.0,30,1
181093,19,11.57,3.69,1.53,6.35,219.8,93,2
182459,24,19.78,9.48,2.93,7.37,474.7,129,0
182460,21,11.88,4.11,2.43,5.34,249.4,74,2
182461,24,17.24,9.37,1.92,5.96,413.8,98,2
181106,23,12.25,5.08,1.86,5.3,281.7,82,2
181107,24,19.51,8.88,3.94,6.69,468.3,158,0
181108,27,16.93,7.27,1.96,7.7,457.0,117,0
182462,21,20.64,10.86,1.43,8.35,433.4,67,0
182464,24,18.48,8.77,2.13,7.58,443.5,78,0
182465,22,9.4,3.49,1.51,4.4,206.9,80,1
182467,22,11.82,4.53,0.74,6.55,260.1,56,2
182469,26,12.84,4.2,2.58,6.07,333.8,101,2
182656,12,15.04,6.68,3.05,5.31,180.5,45,1
181950,20,7.84,1.73,2.81,3.3,156.8,33,1
181951,27,14.03,6.43,2.49,5.11,378.7,131,2
181952,25,14.23,5.65,2.36,6.22,355.8,120,2
181953,24,11.13,4.16,2.72,4.25,267.2,82,2
181956,23,16.7,6.27,1.11,9.31,384.0,59,2
182256,16,11.06,3.74,0.64,6.68,176.9,30,1
181094,26,19.1,8.27,2.19,8.64,496.7,84,0
181095,28,17.43,8.34,1.97,7.13,488.1,103,0
181096,28,21.38,9.2,1.61,10.56,598.6,93,0
181098,21,13.65,5.29,2.4,5.96,286.6,48,2
181099,27,16.65,6.65,3.65,6.35,449.6,145,0
182654,1,20.3,20.3,0.0,0.0,20.3,0,1
180274,26,10.75,4.47,1.22,5.06,279.5,124,2
180275,20,6.97,1.88,1.77,3.32,139.5,65,1
180276,26,14.63,5.38,2.04,7.22,380.5,102,2
180277,22,11.2,5.26,0.93,5.01,246.4,70,2
180278,26,12.87,5.01,1.79,6.07,334.7,113,2
180279,23,17.35,6.39,1.15,9.8,399.0,72,2
180280,21,15.64,6.73,1.48,7.43,328.4,81,2
181599,13,15.65,6.94,3.18,5.54,203.5,35,1
181601,18,15.98,6.42,4.02,5.54,287.7,84,2
181418,26,16.4,8.2,0.88,7.31,426.3,100,0
181604,25,24.27,12.05,3.73,8.49,606.8,176,0
181607,9,9.76,5.44,0.42,3.89,87.8,17,1
181609,2,176.0,0.0,1.0,175.0,352.0,4,2
181421,26,18.78,9.13,2.2,7.44,488.2,160,0
181422,8,7.75,0.75,0.44,6.56,62.0,10,1
181424,24,14.75,6.59,2.55,5.6,353.9,124,2
181429,12,8.48,2.82,2.27,3.4,101.8,32,1
181610,17,7.74,3.0,3.65,1.09,131.5,41,1
181611,17,15.32,6.72,2.07,6.52,260.4,83,2
181612,24,18.23,9.54,1.17,7.52,437.5,83,0
181615,25,22.71,9.96,2.68,10.06,567.8,105,0
181431,20,5.59,1.18,2.03,2.38,111.8,47,1
181432,25,19.74,8.71,3.52,7.51,493.5,86,0
183039,12,25.1,14.72,1.42,8.96,301.2,46,2
183031,8,10.75,3.0,0.0,7.75,86.0,8,1
183626,13,22.28,6.92,2.02,13.35,289.6,69,2
183627,21,13.69,6.69,0.0,7.0,287.4,42,2
183629,21,14.27,6.8,2.03,5.43,299.7,71,2
183631,15,13.63,2.1,1.9,9.63,204.5,30,1
183632,16,13.04,5.67,0.0,7.37,208.6,35,1
183633,15,14.47,8.43,0.37,5.67,217.0,34,1
183640,23,17.43,9.11,0.22,8.11,401.0,73,2
183641,24,13.56,5.55,1.78,6.22,325.4,98,2
183050,21,16.65,7.13,1.62,7.9,349.7,61,2
183056,13,9.22,1.77,3.43,4.02,119.9,24,1
182470,19,8.74,2.17,2.5,4.07,166.1,54,1
182471,20,12.32,3.9,3.05,5.38,246.5,69,2
182472,20,8.4,2.33,0.61,5.46,168.1,78,1
182473,18,10.59,5.79,1.21,3.59,190.7,38,1
182474,24,20.22,7.69,3.22,9.32,485.4,126,0
182475,27,12.87,3.88,2.09,6.9,347.4,77,2
182476,20,11.4,2.54,1.41,7.45,228.1,52,2
182477,24,5.57,0.63,2.96,1.97,133.7,87,1
182478,26,12.2,3.59,2.53,6.08,317.3,111,2
182245,6,8.22,2.23,1.98,4.0,49.3,9,1
183609,15,9.65,3.43,1.48,4.73,144.7,36,1
183610,4,15.22,6.22,1.02,7.97,60.9,13,1
183612,21,14.87,7.15,1.0,6.72,312.3,62,2
183613,24,24.7,6.71,2.72,15.27,592.8,111,0
183614,25,16.34,7.26,2.26,6.82,408.6,103,2
183616,1,300.0,0.0,0.0,300.0,300.0,1,2
183621,16,13.38,4.94,0.31,8.13,214.0,31,1
182722,29,16.3,6.43,3.08,6.79,472.7,99,0
182725,6,21.8,3.65,3.0,15.15,130.8,16,1
182726,26,21.79,6.5,1.67,13.62,566.5,98,0
184050,14,10.78,5.0,2.71,3.06,150.9,36,1
180649,22,20.84,11.33,3.31,6.2,458.4,138,0
184059,18,13.34,5.66,2.79,4.89,240.2,73,2
180704,23,15.81,6.41,2.67,6.74,363.7,73,2
180705,24,16.27,8.02,1.73,6.52,390.5,68,2
180706,27,14.63,6.96,1.87,5.81,395.1,87,2
180709,23,11.83,7.5,0.69,3.63,272.0,83,2
181434,28,13.95,6.83,1.02,6.1,390.7,124,2
181436,23,17.48,8.53,1.64,7.3,402.1,122,2
181960,20,9.14,2.82,0.93,5.39,182.8,58,1
181961,22,11.56,1.64,2.91,7.01,254.3,102,2
181962,20,10.0,3.07,1.14,5.79,200.0,61,1
181973,18,16.62,7.05,0.96,8.61,299.1,62,2
181975,29,24.79,6.61,1.52,16.66,719.0,108,0
180710,20,7.77,4.13,2.45,1.2,155.4,38,1
180711,22,17.33,9.09,0.64,7.6,381.3,107,2
180712,19,10.62,5.52,0.46,4.64,201.8,76,1
180713,23,11.0,3.54,3.11,4.35,253.1,66,2
181439,20,9.3,1.14,1.8,6.36,186.1,74,1
181441,20,6.11,3.38,2.01,0.72,122.2,39,1
181442,26,12.64,5.4,1.68,5.56,328.6,117,2
181443,29,16.21,6.54,2.68,6.99,470.1,170,0
180281,21,15.0,7.22,1.41,6.37,315.1,70,2
181977,16,11.01,5.98,1.91,3.13,176.2,34,1
181979,17,9.87,0.62,4.78,4.47,167.8,39,1
181980,18,31.62,22.22,2.78,6.61,569.1,60,0
181982,23,16.05,7.41,2.3,6.34,369.2,119,2
182271,27,11.86,4.93,2.23,4.7,320.1,118,2
182272,20,12.55,4.91,1.6,6.04,250.96,57,2
182273,27,14.34,5.47,3.61,5.26,387.1,118,2
182274,26,15.72,6.53,2.68,6.5,408.7,172,0
180282,24,18.66,9.38,1.94,7.34,447.8,121,0
180283,27,11.48,4.33,0.11,7.03,309.9,72,2
180285,22,10.75,2.53,0.45,7.76,236.4,46,2
180286,25,8.75,3.08,1.08,4.59,218.8,100,2
180287,27,13.56,6.44,1.17,5.95,366.1,110,2
180288,22,30.85,17.46,0.24,13.15,678.8,148,0
184078,17,9.83,0.0,5.24,4.59,167.1,41,1
184079,27,10.13,2.48,3.76,3.9,273.5,93,2
184083,28,17.55,7.23,3.99,6.33,491.3,115,0
184086,23,19.62,7.66,3.18,8.78,451.3,110,0
184087,25,19.94,8.69,2.16,9.09,498.5,179,0
183562,11,17.75,5.52,2.72,9.52,195.3,35,1
184093,21,24.15,13.38,3.12,7.65,507.1,84,0
182721,3,57.2,3.5,52.53,1.17,171.6,6,1
180657,1,213.4,0.0,213.4,0.0,213.4,0,1
181984,26,22.49,7.49,2.0,13.01,584.8,72,0
181987,7,23.2,3.43,10.94,8.83,162.4,27,1
181989,15,12.76,5.33,1.53,5.89,191.4,34,1
181990,26,15.2,6.14,2.02,7.04,395.16,96,2
181994,18,21.79,9.06,1.91,10.83,392.3,71,2
181995,17,17.64,7.04,2.56,8.04,299.9,55,2
183586,17,9.18,1.76,2.53,4.88,156.06,61,1
180291,15,11.25,4.27,0.85,6.13,168.7,54,1
180292,21,7.03,1.76,3.1,2.17,147.7,53,1
180293,28,18.68,8.2,2.14,8.34,522.9,121,0
180295,26,18.27,10.63,2.34,5.3,475.0,100,0
180296,28,10.31,4.85,0.22,5.24,288.6,95,2
180297,16,7.93,1.89,1.16,4.88,126.9,51,1
180298,19,8.81,3.32,0.61,4.87,167.3,68,1
180299,18,10.42,5.38,0.53,4.51,187.6,58,1
180302,9,10.49,10.49,0.0,0.0,94.4,16,1
181617,18,13.19,6.22,1.69,5.28,237.5,58,2
181618,24,18.42,11.67,0.5,6.25,442.0,71,0
181619,24,16.45,7.92,2.08,6.46,394.9,72,2
181620,13,6.3,2.77,2.22,1.31,81.9,26,1
181621,18,17.1,7.06,2.83,7.21,307.8,68,2
181623,22,18.63,7.29,3.17,8.17,409.8,89,2
181624,18,17.42,7.93,2.58,6.91,313.6,87,2
181626,17,16.43,7.6,1.74,7.09,279.3,52,2
180813,22,17.39,6.68,2.99,7.72,382.6,58,2
180814,29,14.11,6.82,2.1,5.19,409.1,117,2
180815,26,9.9,4.1,1.49,4.31,257.4,115,2
180816,29,13.3,5.06,2.6,5.64,385.7,170,2
181840,23,14.61,4.5,3.08,7.03,336.0,60,2
181841,21,23.74,10.0,3.66,10.08,498.5,85,0
181842,21,19.42,7.32,3.01,9.09,407.9,86,2
181845,27,8.85,2.12,4.28,2.45,238.9,93,2
181846,25,16.26,4.96,2.33,8.98,406.5,97,2
181847,25,10.63,3.36,1.77,5.5,265.7,94,2
181848,23,12.07,5.88,1.8,4.39,277.6,108,2
183069,3,13.17,9.17,1.67,2.33,39.5,5,1
183070,15,11.54,5.14,0.9,5.5,173.1,36,1
183071,23,13.21,5.95,2.5,4.76,303.8,56,2
183072,19,11.99,5.24,0.0,6.75,227.76,56,2
183073,16,15.96,9.12,0.16,6.68,255.4,49,2
183074,28,13.97,6.06,0.49,7.42,391.2,73,2
181403,11,19.25,10.23,0.98,8.04,211.7,34,1
181405,14,13.71,6.54,3.35,3.82,192.0,59,1
182421,12,8.35,3.18,3.3,1.88,100.2,28,1
182730,22,7.77,1.09,3.28,3.4,170.9,48,1
182731,25,14.16,5.18,1.8,7.18,354.1,127,2
181390,21,23.66,17.67,1.69,4.3,496.8,63,0
182733,28,21.87,11.34,1.84,8.69,612.4,101,0
182735,16,16.32,7.98,2.29,6.05,261.1,67,2
182736,25,12.51,6.15,1.26,5.1,312.8,68,2
182737,24,12.39,5.9,0.81,5.67,297.4,55,2
182739,16,13.31,9.57,1.28,2.46,213.0,40,1
180809,27,13.39,7.01,2.1,4.28,361.4,110,2
180810,17,11.12,2.16,3.69,5.28,189.1,57,1
180811,7,24.06,4.43,2.13,17.5,168.4,25,1
180812,26,12.37,2.74,2.7,6.93,321.6,87,2
184045,4,6.63,4.75,1.0,0.88,26.5,6,1
181833,29,12.82,4.01,3.73,5.08,371.9,107,2
181834,16,16.34,8.54,0.75,7.04,261.4,42,2
182480,16,8.21,2.33,0.53,5.35,131.3,27,1
181838,16,37.59,24.49,5.94,7.16,601.4,85,0
182481,20,10.92,4.46,1.92,4.53,218.4,72,1
182482,24,12.54,4.65,2.34,5.55,300.9,65,2
182483,22,9.51,2.2,0.39,6.92,209.3,55,1
182484,15,14.53,5.33,0.47,8.73,218.0,31,1
182485,25,22.11,10.62,2.48,9.0,552.7,128,0
182486,19,5.92,3.33,0.62,1.97,112.4,49,1
182487,25,9.8,2.81,1.82,5.18,245.1,92,2
182490,14,4.79,1.39,1.44,1.96,67.1,27,1
183063,27,16.65,7.22,1.6,7.83,449.6,85,0
184074,16,8.33,1.34,3.96,3.03,133.3,47,1
183064,11,8.23,2.73,0.0,5.5,90.5,18,1
183065,23,18.8,6.69,3.51,8.6,432.5,76,0
183066,25,12.13,4.26,1.96,5.91,303.3,56,2
183067,19,10.21,6.14,1.58,2.48,193.9,31,1
183068,19,15.44,7.26,4.78,3.39,293.3,58,2
181110,29,14.48,6.53,2.3,5.66,419.9,106,0
181111,23,9.93,4.59,3.37,1.97,228.4,79,2
181112,27,20.19,6.9,2.92,10.37,545.0,104,0
181113,19,10.95,3.45,3.16,4.33,208.0,68,1
181114,18,13.46,4.88,3.52,5.06,242.3,72,2
181115,19,25.9,7.32,1.45,17.14,492.1,73,0
184129,12,10.01,6.67,0.0,3.33,120.1,18,1
184130,10,9.88,0.6,5.43,3.85,98.8,22,1
184134,24,16.14,5.0,4.38,6.76,387.3,113,2
184135,27,18.84,7.19,2.33,9.32,508.6,97,0
184137,21,13.73,3.64,3.17,6.92,288.3,76,2
184138,24,17.35,6.61,2.89,7.85,416.5,79,2
184140,24,13.34,5.96,2.02,5.36,320.1,114,2
183047,11,18.01,9.37,0.82,7.82,198.1,28,1
184141,22,19.1,7.7,2.34,9.06,420.1,94,0
184142,26,11.39,3.2,1.39,6.8,296.1,152,2
182491,16,12.07,3.31,0.69,8.07,193.2,31,1
182492,28,16.86,6.5,2.14,8.22,472.2,102,0
182493,28,11.41,3.7,1.43,6.28,319.5,98,2
182494,14,11.14,3.51,1.69,5.93,155.9,38,1
182495,24,14.97,6.16,2.58,6.24,359.4,134,2
182497,26,18.72,8.79,2.05,7.87,486.6,84,0
182498,27,10.85,3.5,1.89,5.46,293.0,112,2
180817,21,10.67,4.47,1.65,4.55,224.0,105,2
180818,26,18.38,4.72,3.13,10.53,478.0,148,0
180819,23,8.63,4.52,2.19,1.92,198.5,58,1
180820,25,9.46,2.55,2.78,4.12,236.44,87,2
180822,27,7.85,2.74,1.53,3.57,211.9,105,1
181852,25,15.76,5.84,2.61,7.31,394.1,116,2
181854,24,14.68,8.47,2.51,3.7,352.4,78,2
181855,26,15.66,7.37,0.79,7.5,407.1,116,2
181444,23,11.62,5.2,2.53,3.89,267.35,81,2
181445,23,21.56,8.8,4.28,8.49,495.9,152,0
183061,18,15.19,6.97,1.97,6.25,273.5,44,2
183076,22,21.39,10.77,2.36,8.25,470.5,74,0
183078,28,14.41,5.1,1.66,7.65,403.6,106,2
183079,16,15.2,4.84,3.79,6.56,243.2,44,2
183080,15,15.57,5.7,3.37,6.49,233.5,42,2
183081,18,12.67,4.01,2.53,6.13,228.0,40,1
183082,14,10.99,4.64,0.0,6.35,153.9,25,1
183651,23,19.19,8.13,3.08,7.98,441.3,116,0
183653,12,14.97,5.71,0.92,8.34,179.6,40,1
183655,9,15.96,7.1,2.4,6.46,143.6,37,1
183656,22,17.72,5.1,3.0,9.63,389.8,71,2
183657,6,11.05,3.25,0.12,7.68,66.3,11,1
183659,22,26.35,16.83,1.34,8.18,579.6,73,0
181996,26,21.89,12.51,1.88,7.5,569.2,106,0
181998,4,12.72,1.0,2.23,9.5,50.9,10,1
181999,29,13.49,6.93,3.74,2.82,391.2,104,2
182000,17,15.04,6.3,1.56,7.18,255.6,51,2
182004,16,18.32,5.09,3.73,9.5,293.2,54,2
182009,20,13.84,2.89,3.7,7.24,276.8,47,2
182010,19,15.45,5.47,2.39,7.58,293.5,57,2
182012,23,14.95,5.59,2.45,6.91,343.9,71,2
183642,21,18.54,9.54,0.12,8.88,389.3,64,2
183643,17,22.14,7.74,0.26,14.14,376.4,69,2
183644,19,13.79,5.96,0.84,6.99,262.1,77,2
183646,20,16.72,6.17,2.65,7.9,334.4,76,2
183647,21,15.09,7.31,1.12,6.65,316.8,96,2
183649,20,18.89,5.26,0.2,13.43,377.8,78,2
181633,18,12.56,3.6,2.64,6.31,226.0,56,1
181637,20,19.63,7.88,2.67,9.07,392.6,87,2
181639,26,21.97,11.3,2.2,8.48,571.3,121,0
181641,22,14.17,5.07,2.42,6.68,311.7,62,2
181644,29,18.89,9.69,1.84,7.37,547.9,153,0
181446,29,16.23,6.67,3.19,6.37,470.7,169,0
181447,23,12.43,3.85,3.4,5.18,286.0,110,2
181448,26,14.58,7.05,1.15,6.38,379.1,125,2
181449,21,8.72,3.94,1.65,3.13,183.2,78,1
180726,27,18.0,9.65,1.71,6.64,486.0,132,0
180727,14,12.34,5.77,1.67,4.89,172.7,59,1
180728,29,20.82,4.46,11.66,4.71,603.9,172,0
183083,28,11.16,4.02,1.54,5.6,312.5,97,2
183084,15,8.3,2.8,3.43,2.07,124.5,25,1
183086,11,4.65,0.91,3.11,0.64,51.2,13,1
183087,14,13.61,6.04,0.86,6.71,190.6,31,1
183088,23,23.67,4.84,1.31,17.51,544.3,66,0
183091,20,14.3,7.54,0.0,6.75,286.0,43,2
183092,27,17.96,8.23,2.67,7.06,484.8,106,0
183093,25,18.96,7.99,3.18,7.8,474.1,124,0
183095,24,13.78,6.81,2.23,4.73,330.6,89,2
183096,26,10.08,4.27,2.8,3.01,262.1,57,2
183097,26,17.64,6.61,3.3,7.72,458.6,174,0
184084,23,25.89,11.17,2.65,12.07,595.5,162,0
180729,27,7.87,3.43,0.99,3.46,212.59,81,1
180730,25,8.45,3.21,0.88,4.36,211.3,77,1
180731,21,9.08,3.7,0.86,4.51,190.7,56,1
182289,21,14.5,4.86,2.82,6.82,304.6,60,2
182290,25,15.33,5.28,3.09,6.96,383.2,72,2
182291,20,11.23,4.84,1.42,4.97,224.6,50,1
182292,16,9.41,4.29,1.58,3.54,150.6,39,1
182293,6,6.88,1.0,2.75,3.13,41.3,12,1
182294,22,11.21,4.23,1.78,5.2,246.7,87,2
182296,26,21.61,7.95,1.6,12.06,561.8,87,0
182297,21,10.17,3.33,2.53,4.3,213.5,65,1
182298,23,5.47,1.83,0.26,3.37,125.8,62,1
182299,21,14.39,5.22,2.01,7.16,302.2,67,2
184108,14,10.89,4.42,2.84,3.62,152.4,46,1
184109,28,30.29,9.5,1.45,19.33,848.0,110,0
184117,21,19.03,9.75,1.9,7.37,399.6,66,2
184119,25,20.25,5.62,3.42,11.21,506.16,113,0
184123,18,29.98,4.73,1.99,23.26,539.6,50,0
184124,25,9.96,3.91,0.76,5.28,249.0,62,2
184126,13,16.6,10.61,1.03,4.96,215.8,36,1
180732,23,23.45,7.29,1.8,14.36,539.3,141,0
180733,19,11.62,5.61,2.67,3.34,220.8,60,1
180734,21,9.04,2.64,1.73,4.67,189.8,43,1
180735,26,12.7,5.41,0.85,6.44,330.3,95,2
180737,22,13.05,4.77,1.16,7.11,287.1,73,2
180738,24,18.57,9.19,2.03,7.35,445.8,149,0
182741,29,17.32,8.08,1.64,7.61,502.3,106,0
182742,19,24.91,14.18,1.74,8.98,473.2,98,0
182744,24,15.92,7.01,2.28,6.63,382.1,89,2
181117,26,19.93,6.43,2.83,10.67,518.2,95,0
181119,18,6.08,1.06,4.8,0.22,109.4,39,1
181122,22,30.38,21.25,1.91,7.21,668.4,77,0
181124,21,12.04,6.23,2.28,3.53,252.9,56,2
181125,24,15.92,6.43,3.2,6.3,382.2,110,2
182740,21,14.3,7.2,0.33,6.77,300.2,94,2
182745,17,14.42,5.2,2.43,6.79,245.1,59,2
180823,24,16.13,5.5,3.64,6.99,387.0,105,2
180825,8,14.65,5.74,1.06,7.85,117.2,29,1
181856,28,11.0,5.73,2.21,3.06,308.1,84,2
181857,26,14.28,5.73,1.47,7.09,371.3,86,2
181858,21,9.35,1.27,2.33,5.74,196.3,50,1
181861,29,17.61,7.93,1.9,7.78,510.8,145,0
181863,28,15.62,7.56,1.23,6.83,437.25,131,0
182686,21,19.0,11.66,1.21,6.13,399.1,55,2
182746,19,17.6,6.07,4.53,7.01,334.4,62,2
182747,23,16.66,8.19,2.46,6.01,383.1,99,2
183090,2,8.0,4.0,0.0,4.0,16.0,1,1
182300,24,16.34,8.66,0.52,7.15,392.1,95,2
182301,25,14.53,7.86,1.49,5.18,363.3,94,2
182303,24,11.99,6.24,0.0,5.75,287.7,117,2
182304,26,13.98,6.73,2.54,4.7,363.5,105,2
182305,12,5.87,2.67,1.08,2.12,70.4,25,1
182306,10,16.45,3.0,2.55,10.9,164.5,30,1
182310,1,244.4,0.0,0.0,244.4,244.4,0,2
181120,20,17.04,8.53,1.8,6.71,340.7,64,2
181126,23,21.76,11.38,3.35,7.03,500.5,125,0
182499,18,15.51,5.15,3.58,6.78,279.2,63,2
182500,26,14.17,7.01,2.53,4.62,368.3,144,2
182501,22,12.25,4.25,2.53,5.47,269.6,80,2
182503,10,7.57,2.15,2.61,2.81,75.7,24,1
182505,26,10.85,4.15,2.32,4.38,282.1,84,2
182506,17,12.06,4.2,2.23,5.63,205.0,62,1
184080,4,18.13,9.25,3.63,5.25,72.5,10,1
184082,13,9.99,1.92,3.57,4.5,129.9,30,1
184094,16,14.26,3.9,3.32,7.03,228.1,47,1
181127,12,4.37,0.92,3.45,0.0,52.4,16,1
181128,22,11.91,3.45,3.12,5.34,262.0,93,2
181130,18,10.66,4.72,1.68,4.25,191.8,41,1
181133,29,23.29,13.56,1.91,7.82,675.4,164,0
181134,9,4.17,0.79,3.23,0.14,37.5,17,1
181136,29,17.58,8.58,2.07,6.93,509.7,156,0
180685,12,31.13,10.63,2.21,18.29,373.6,81,2
182013,28,21.07,10.19,4.38,6.51,590.0,146,0
182014,9,19.14,2.68,12.74,3.72,172.3,51,1
182016,18,18.56,6.81,4.18,7.56,334.01,65,2
182019,25,16.67,6.43,1.69,8.55,416.7,92,2
180304,12,10.48,7.82,1.17,1.5,125.8,19,1
180305,26,10.56,3.8,1.27,5.49,274.55,84,2
180308,25,8.59,2.99,0.44,5.16,214.8,61,1
180309,28,17.07,8.28,1.36,7.43,478.0,100,0
180311,21,10.07,6.83,1.44,1.8,211.5,38,1
182022,12,17.47,10.22,0.0,7.24,209.6,38,1
183605,17,9.36,2.88,1.05,5.43,159.1,29,1
180312,18,7.83,1.79,1.27,4.77,141.0,34,1
180313,26,15.02,7.11,2.28,5.63,390.4,147,2
180314,24,20.14,2.07,0.78,17.29,483.4,74,0
180315,13,9.14,3.24,0.0,5.9,118.8,35,1
181450,13,5.88,0.16,3.02,2.7,76.4,35,1
181451,22,9.04,4.39,2.39,2.25,198.8,73,1
181453,29,13.25,6.46,1.11,5.68,384.3,110,2
181455,19,10.93,3.67,1.97,5.29,207.6,108,1
181456,29,17.69,7.49,2.1,8.1,513.0,95,0
181457,29,18.44,6.38,1.85,10.22,534.85,123,0
183099,17,9.49,2.05,3.55,3.89,161.4,48,1
183101,21,16.01,7.03,2.86,6.11,336.2,74,2
183102,16,14.48,9.16,2.17,3.16,231.7,36,2
183103,19,14.81,6.41,2.16,6.24,281.3,48,2
